SMS,HAM-SPAM
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",Ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,Ham
Midnight at the earliest,Ham
Hi:)did you asked to waheeda fathima about leave?,Ham
"Arms fine, how's Cardiff and uni? ",Ham
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",Spam
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,Ham
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",Spam
R u still working now?,Ham
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,Ham
He also knows about lunch menu only da. . I know,Ham
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,Ham
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,Spam
Ok...,Ham
"Don't worry, * is easy once have ingredients!",Ham
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",Ham
Oh is it! Which brand?,Ham
That's a shame! Maybe cld meet for few hrs tomo?,Ham
How much she payed. Suganya.,Ham
"Cool, what time you think you can get here?",Ham
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,Ham
Yes but I don't care cause I know its there!,Ham
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,Ham
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",Ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",Ham
say thanks2. ,Ham
Much better now thanks lol,Ham
U can call now...,Ham
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,Ham
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",Ham
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,Ham
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",Ham
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",Ham
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,Ham
"Fair enough, anything going on?",Ham
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",Ham
Full heat pa:-) i have applyed oil pa.,Ham
"Yep, by the pretty sculpture",Ham
See you there! ,Ham
Huh means computational science... Y they like dat one push here n there...,Ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Ham
ALRITE,Ham
"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""",Ham
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",Ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",Ham
Why did I wake up on my own &gt;:(,Ham
"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""",Ham
Pls accept me for one day. Or am begging you change the number.,Ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",Spam
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,Ham
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,Ham
Can not use foreign stamps in this country.,Ham
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,Ham
Ok.,Ham
U can call me now...,Ham
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,Ham
"Babe, I need your advice",Ham
Ok.,Ham
Still i have not checked it da. . .,Ham
Kallis wont bat in 2nd innings.,Ham
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",Ham
Then. You are eldest know.,Ham
Did you try making another butt.,Ham
Love you aathi..love u lot..,Ham
He's just gonna worry for nothing. And he won't give you money its no use.,Ham
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,Ham
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,Ham
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,Ham
"K I'm ready,  &lt;#&gt; ?",Ham
Not to worry. I'm sure you'll get it.,Ham
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",Spam
Only once then after ill obey all yours.,Ham
Lmao you know me so well...,Ham
Call me when u finish then i come n pick u.,Ham
"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...",Ham
You want to go? ,Ham
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),Ham
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,Ham
What time. I‘m out until prob 3 or so,Ham
TaKe CaRE n gET WeLL sOOn,Ham
Quite late lar... Ard 12 anyway i wun b drivin...,Ham
Are you coming to day for class.,Ham
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,Ham
Only saturday and sunday holiday so its very difficult:),Ham
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,Ham
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",Ham
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,Ham
Today my system sh get ready.all is well and i am also in the deep well,Ham
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",Ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,Spam
Hows the pain dear?y r u smiling?,Ham
What's ur pin?,Ham
Now project pa. After that only i can come.,Ham
Why de. You looking good only:-)..,Ham
"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",Ham
You got called a tool?,Ham
"Yeah that's what I thought, lemme know if anything's goin on later",Ham
Probably a couple hours tops,Ham
"No I'm good for the movie, is it ok if I leave in an hourish?",Ham
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",Ham
"Sorry,in meeting I'll call later",Ham
Ok...,Ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",Ham
No it will reach by 9 only. She telling she will be there. I dont know,Ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
In da car park ,Ham
Old Orchard near univ. How about you?,Ham
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,Ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",Ham
Mm i had my food da from out,Ham
"K so am I, how much for an 8th? Fifty?",Ham
Please tell me not all of my car keys are in your purse,Ham
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,Ham
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",Ham
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,Ham
Still otside le..u come 2morrow maga..,Ham
How do you plan to manage that,Ham
Just wanted to say holy shit you guys weren't kidding about this bud,Ham
I think that tantrum's finished so yeah I'll be by at some point,Ham
"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..",Ham
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,Ham
Ok then i'll let him noe later n ask him call u tmr...,Ham
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,Ham
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",Ham
Love it! The girls at the office may wonder why you are smiling but sore...,Ham
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,Spam
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,Ham
No no. I will check all rooms befor activities,Ham
Ok i'm coming home now.,Ham
K...k:)why cant you come here and search job:),Ham
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,Spam
Everybody had fun this evening. Miss you.,Ham
O. Guess they both got screwd,Ham
I'm at home n ready...,Ham
Oic... I saw him too but i tot he din c me... I found a group liao...,Ham
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",Ham
I place all ur points on e cultures module already.,Ham
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",Ham
Mm that time you dont like fun,Ham
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,Ham
Adult 18 Content Your video will be with you shortly,Spam
If india win or level series means this is record:),Ham
What pa tell me.. I went to bath:-),Ham
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,Ham
Hey we can go jazz power yoga hip hop kb and yogasana ,Ham
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",Ham
I'll be at mu in like  &lt;#&gt;  seconds,Ham
His bday real is in april .,Ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,Spam
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",Ham
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",Ham
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",Ham
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,Ham
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",Ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Ham
